vehicle_model,battery_capacity_kwh,charging_station_id,charging_station_location,energy_consumed_kwh,charging_duration_hours,charging_rate_kw,time_of_day,day_of_week,state_of_charge_start_,state_of_charge_end_,distance_driven_since_last_charge_km,temperature_c,charger_type,user_type,station_name,operator,station_key,station_name_loc,address,operator_loc,charging_types,payment_options,amenities,latitude,longitude,city,state
TATA Tiago,75.0,Station_72,"Lodha Xperia Mall, Palava City, Dombivli",37.42669941,2.2,16.98014038,Afternoon,Tuesday,94.43594757,90.5370852,136.959135,15.35617755,Level 1,Casual Driver,Statiq - Palava City,Statiq,statiq palava city,Statiq - Palava City,"Lodha Xperia Mall, Palava City, Dombivli",Statiq,"AC 22kW, DC 60kW",App,Mall Parking,19.2263,73.0965,Mumbai,Maharashtra
MG Comet,85.0,Station_172,"Unit 20-22, Laxmi Woollen Mill, Opposite Blue Loft, Dr E Moses Marg, Off, Shakti Mills Ln, Mahalakshmi, Mumbai",75.62248861,4.5,16.79147373,Morning,Sunday,72.63725302,68.33086516,214.7186173,38.10561785,DC Fast Charger,Commuter,Blue Tokai Coffee,,blue tokai coffee,Blue Tokai Coffee,"Unit 20-22, Laxmi Woollen Mill, Opposite Blue Loft, Dr E Moses Marg, Off, Shakti Mills Ln, Mahalakshmi, Mumbai",,,,,18.989356,72.825234,Mumbai,Maharashtra
MG Comet,75.0,Station_343,"Tilak Nagar Railway Station, Mumbai",66.85109294,3.3,20.27113939,Evening,Tuesday,24.35122821,61.21435182,297.8937853,35.22549699,DC Fast Charger,Long-Distance Traveler,Tata Power - Tilak Nagar,Tata Power,tata power tilak nagar,Tata Power - Tilak Nagar,"Tilak Nagar Railway Station, Mumbai",Tata Power,AC 11kW,App,Station Parking,19.0734,72.8892,Mumbai,Maharashtra
TATA Curvv,62.0,Station_436,"157, Jeevan Bima Marg, Backbay Reclamation, Churchgate, Mumbai, Maharashtra 400020, India",32.34799933,2.13,15.17023592,Morning,Sunday,71.05173681,83.00801294,254.0436445,11.65767977,DC Fast Charger,Casual Driver,HP Super Service DC Charging Station,,hp super service,HP Super Service DC Charging Station,"157, Jeevan Bima Marg, Backbay Reclamation, Churchgate, Mumbai, Maharashtra 400020, India",,,,,18.9285,72.8255,Mumbai,Maharashtra
Hyundai Kona,100.0,Station_218,"Andheri East Metro Station, Mumbai",10.24188589,0.48,21.4576929,Evening,Monday,30.14072124,85.00767894,61.68334147,16.33993683,Level 2,Long-Distance Traveler,Statiq - Andheri East,Statiq,statiq andheri east,Statiq - Andheri East,"Andheri East Metro Station, Mumbai",Statiq,"AC 11kW, DC 50kW","App, Card, UPI",Parking,19.1146,72.8696,Mumbai,Maharashtra
TATA Tiago,62.0,Station_275,"Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",71.97510218,3.04,23.65002521,Morning,Monday,63.10375471,63.99918589,103.9155588,21.52620216,Level 2,Commuter,Carnival Cinemas Imax,,carnival cinemas imax,Carnival Cinemas Imax,"Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",,,,,19.0313299,72.8809653,Mumbai,Maharashtra
TATA Curvv,62.0,Station_208,"Anik Depot, Municipal Kamgar Vasahat, Trombay Industrial Area, Chembur, Mumbai",75.40700954,4.25,17.72970872,Evening,Sunday,32.02965793,101.6052792,93.79222805,12.4570578,Level 2,Commuter,Tata Power Charging Station,Tata Power,tata power,Tata Power Charging Station,"Anik Depot, Municipal Kamgar Vasahat, Trombay Industrial Area, Chembur, Mumbai",Tata Power,DC 25kW,"App, UPI","Parking, App Connect",19.0302,72.8927,Mumbai,Maharashtra
Hyundai Kona,85.0,Station_309,"Ghatkopar East, Mumbai",28.27985715,2.14,13.22697476,Evening,Tuesday,62.57412042,88.35855053,190.684355,12.38716533,Level 2,Commuter,Statiq - Ghatkopar,Statiq,statiq ghatkopar,Statiq - Ghatkopar,"Ghatkopar East, Mumbai",Statiq,"AC 11kW, DC 60kW","App, Card",Parking,19.0836,72.9136,Mumbai,Maharashtra
TATA Tiago,50.0,Station_57,"Next to Bharat Diamond Bourse, BKC, Mumbai",21.42275953,2.33,9.189077429,Afternoon,Monday,86.4947654,52.98111186,74.38130925,12.04385004,DC Fast Charger,Commuter,Statiq - Bandra Kurla Complex,Statiq,statiq bandra kurla complex,Statiq - Bandra Kurla Complex,"Next to Bharat Diamond Bourse, BKC, Mumbai",Statiq,"AC 11kW, DC 45kW","App, Card",Parking,19.0588,72.8703,Mumbai,Maharashtra
TATA Curvv,50.0,Station_339,"Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",22.01644361,0.53,41.19625064,Morning,Monday,23.66561092,74.89872942,236.573561,11.54438093,Level 1,Casual Driver,"Brookfield, Powai",,brookfield powai,"Brookfield, Powai","Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",,,,,19.11637,72.91086,Mumbai,Maharashtra
TATA Curvv,85.0,Station_76,"Antop Hill Post Office, Mumbai",49.73870005,1.51,32.86836958,Night,Wednesday,85.72764732,52.82854415,272.1851201,7.812917021,DC Fast Charger,Commuter,Tata Power - Antop Hill,Tata Power,tata power antop hill,Tata Power - Antop Hill,"Antop Hill Post Office, Mumbai",Tata Power,"AC 11kW, DC 25kW",App,Street Parking,19.0165,72.8605,Mumbai,Maharashtra
TATA Tiago,100.0,Station_459,"Seawoods Station, Navi Mumbai",44.95337165,1.32,34.04003944,Night,Saturday,66.85003619,61.31395763,232.2448941,22.59449152,Level 1,Casual Driver,Statiq - Navi Mumbai,Statiq,statiq navi mumbai,Statiq - Navi Mumbai,"Seawoods Station, Navi Mumbai",Statiq,"AC 11kW, DC 50kW","App, Card, UPI",Parking,19.0387,73.0222,Mumbai,Maharashtra
TATA Curvv,62.0,Station_156,"Phoenix Mills Compound, Lower Parel, Mumbai",44.06215479,3.49,12.63772843,Morning,Sunday,74.68318534,73.06427881,10.89843061,3.802174549,Level 2,Casual Driver,Statiq - Parel,Statiq,statiq parel,Statiq - Parel,"Phoenix Mills Compound, Lower Parel, Mumbai",Statiq,"AC 11kW, DC 60kW","App, Card, UPI",Mall Parking,19.0029,72.824,Mumbai,Maharashtra
TATA Curvv,75.0,Station_258,"Ghansoli Station East, Navi Mumbai",38.59813941,1.45,26.5629522,Evening,Saturday,37.92749853,75.10094365,298.3192215,6.16119138,Level 2,Long-Distance Traveler,Volttic - Ghansoli,Volttic,volttic ghansoli,Volttic - Ghansoli,"Ghansoli Station East, Navi Mumbai",Volttic,DC 25kW,App,Public Parking,19.1339,73.0011,Mumbai,Maharashtra
TATA Tiago,62.0,Station_254,"Dombivli East Railway Parking, Thane",79.75044564,,26.50712322,Evening,Saturday,19.73375144,69.33144338,187.459457,29.39445354,DC Fast Charger,Commuter,Tata Power - Dombivli,Tata Power,tata power dombivli,Tata Power - Dombivli,"Dombivli East Railway Parking, Thane",Tata Power,AC 11kW,App,RTO Parking,19.2188,73.0935,Mumbai,Maharashtra
Hyundai Kona,85.0,Station_188,"Orion Mall, Panvel",66.89909636,1.7,39.32414111,Morning,Tuesday,22.59313605,75.40468289,227.4271614,-4.073387953,DC Fast Charger,Commuter,Statiq - Panvel,Statiq,statiq panvel,Statiq - Panvel,"Orion Mall, Panvel",Statiq,"AC 22kW, DC 50kW","App, Card",Mall Parking,18.9892,73.117,Mumbai,Maharashtra
Hyundai Kona,50.0,Station_32,"Priyadarshini Park, Mumbai",40.05179662,1.52,26.32801687,Morning,Saturday,21.78035695,92.33198159,114.7560839,30.28535776,DC Fast Charger,Casual Driver,Jio-bp Pulse - Napean Sea Road,Jio-bp Pulse,jio bp pulse napean sea road,Jio-bp Pulse - Napean Sea Road,"Priyadarshini Park, Mumbai",Jio-bp Pulse,"AC 22kW, DC 60kW",App,Public Parking,18.9636,72.8019,Mumbai,Maharashtra
MG Comet,62.0,Station_485,"Mahalaxmi Race Course, Mumbai",38.36041213,1.0,38.34376389,Night,Tuesday,72.50501027,86.30071772,281.0252124,5.501271669,DC Fast Charger,Long-Distance Traveler,Magenta ChargeGrid - Mahalaxmi,Magenta,magenta chargegrid mahalaxmi,Magenta ChargeGrid - Mahalaxmi,"Mahalaxmi Race Course, Mumbai",Magenta,"AC 7.4kW, DC 15kW","App, Card",Parking,18.9938,72.8237,Mumbai,Maharashtra
Hyundai Kona,75.0,Station_397,"Worli Sea Face Promenade, Worli, Mumbai",6.337534265,1.47,4.315961671,Morning,Wednesday,44.29225743,55.5236463,170.9205524,26.7089408,Level 1,Long-Distance Traveler,Volttic - Worli Sea Face,Volttic,volttic worli sea face,Volttic - Worli Sea Face,"Worli Sea Face Promenade, Worli, Mumbai",Volttic,DC Fast 25kW,App,Public Parking,19.0053,72.8157,Mumbai,Maharashtra
TATA Curvv,100.0,Station_5,"D298, TTC Industrial area, turbhe",6.97877135,0.19,35.78892354,Morning,Tuesday,23.83153159,78.77996734,76.95159408,27.35537043,DC Fast Charger,Casual Driver,Lifeon Industries,,lifeon industries,Lifeon Industries,"D298, TTC Industrial area, turbhe",,,,,19.06895357,73.02251015,Mumbai,Maharashtra
Hyundai Kona,50.0,Station_330,"Gala No14 A, KBM compound, military road, raje shivaji nagar, marol, andheri east, 400072",62.42036137,2.09,29.9083034,Night,Thursday,119.0511075,50.38374048,263.5031195,23.66715836,DC Fast Charger,Casual Driver,Volltic PCS04,,volltic pcs04,Volltic PCS04,"Gala No14 A, KBM compound, military road, raje shivaji nagar, marol, andheri east, 400072",,,,,19.12012455,72.88724762,Mumbai,Maharashtra
Hyundai Kona,75.0,Station_412,"Santacruz West, Near Railway Station, Mumbai",23.8368801,1.93,12.32951236,Night,Sunday,63.19883628,73.81270846,192.322695,29.02876366,Level 1,Commuter,Statiq - Santacruz,Statiq,statiq santacruz,Statiq - Santacruz,"Santacruz West, Near Railway Station, Mumbai",Statiq,"AC 11kW, DC 60kW","App, Card, UPI",Parking,19.0803,72.8365,Mumbai,Maharashtra
TATA Curvv,47.65326138,Station_416,"Bandra Kurla Complex, Bandra East, Mumbai",29.34959504,0.97,30.32389572,Morning,Tuesday,72.60499922,22.27521585,95.26844556,36.69341868,Level 1,Commuter,Volttic - BKC,Volttic,volttic bkc,Volttic - BKC,"Bandra Kurla Complex, Bandra East, Mumbai",Volttic,DC Fast 25kW,"App, Card","Parking, App Connect",19.0658,72.8687,Mumbai,Maharashtra
TATA Nexon,50.0,Station_65,"Reliable Plaza, Airoli, Navi Mumbai",69.71594631,6.93,10.06309377,Evening,Saturday,20.4323108,79.5199883,205.7699162,-4.478051973,DC Fast Charger,Long-Distance Traveler,Tata Power - Airoli,Tata Power,tata power airoli,Tata Power - Airoli,"Reliable Plaza, Airoli, Navi Mumbai",Tata Power,"AC 22kW, DC 50kW","App, RFID",Mall Parking,19.164,72.9948,Mumbai,Maharashtra
TATA Nexon,50.0,Station_11,"LBS Marg, Kurla West, Mumbai",69.42235104,7.02,9.889820742,Evening,Monday,29.13398079,99.88715307,74.04370796,37.26821495,DC Fast Charger,Casual Driver,Tata Power - Kurla LBS,Tata Power,tata power kurla lbs,Tata Power - Kurla LBS,"LBS Marg, Kurla West, Mumbai",Tata Power,AC 11kW,"App, RFID",Street Parking,19.0702,72.881,Mumbai,Maharashtra
Hyundai Kona,105.5549669,Station_421,"Ghatkopar East, Mumbai",48.50288659,1.11,43.60970746,Night,Monday,28.20893507,64.31222001,94.94198698,23.8877427,Level 2,Casual Driver,ATUM Charge - Ghatkopar,ATUM,atum charge ghatkopar,ATUM Charge - Ghatkopar,"Ghatkopar East, Mumbai",ATUM,"AC 7.4kW, DC 25kW","App, Card",Parking,19.0852,72.9114,Mumbai,Maharashtra
MG Comet,75.0,Station_221,"Near Infiniti Mall, Andheri West, Mumbai",45.4711888,0.95,48.01145593,Morning,Sunday,56.83137688,89.62384239,289.7879844,26.50442557,Level 1,Commuter,Kazam - Andheri West,Kazam,kazam andheri west,Kazam - Andheri West,"Near Infiniti Mall, Andheri West, Mumbai",Kazam,"AC 7.4kW, DC 15kW",App,Parking,19.1372,72.8276,Mumbai,Maharashtra
TATA Nexon,75.0,Station_424,"Eastern Express Hwy, Near Viviana Mall, Thane, Mumbai",51.20692409,5.13,9.977877022,Afternoon,Wednesday,67.38758549,59.75759843,178.1150993,12.32250456,Level 2,Commuter,Kazam - Thane,Kazam,kazam thane,Kazam - Thane,"Eastern Express Hwy, Near Viviana Mall, Thane, Mumbai",Kazam,"AC 7.4kW, DC 22kW",App,Parking,19.1866,72.9728,Mumbai,Maharashtra
Hyundai Kona,101.1029879,Station_461,"Mujawar Pakhadi Rd, Dadar East, Mumbai",7.275443511,0.35,21.06032431,Night,Saturday,12.88478096,72.45174831,66.8002714,26.95365853,Level 2,Commuter,Tata Power - Dadar East,Tata Power,tata power dadar east,Tata Power - Dadar East,"Mujawar Pakhadi Rd, Dadar East, Mumbai",Tata Power,"AC 11kW, DC 25kW","App, RFID, UPI",Parking,19.0202,72.8447,Mumbai,Maharashtra
TATA Nexon,85.0,Station_68,"Opposite S.L.Raheja Hospital, Mahim nCauseway, Mahim (West), Raheja Hospital nMarg, Mumbai, Maharashtra 400016",47.19744469,2.01,23.43002275,Night,Friday,74.87748788,94.07356949,278.9265238,28.41994109,Level 1,Casual Driver,Xavier Institute of Engineering,,xavier institute of engineering,Xavier Institute of Engineering,"Opposite S.L.Raheja Hospital, Mahim Causeway, Mahim (West), Raheja Hospital Marg, Mumbai, Maharashtra",,,,,19.04520829,72.84154175,Mumbai,Maharashtra
TATA Curvv,62.0,Station_409,"Colaba Causeway, Near Regal Cinema, Mumbai",24.40113304,0.78,31.11524448,Afternoon,Tuesday,65.98351537,51.25486777,32.03949076,23.59028973,Level 1,Long-Distance Traveler,Tata Power - Colaba,Tata Power,tata power colaba,Tata Power - Colaba,"Colaba Causeway, Near Regal Cinema, Mumbai",Tata Power,AC 11kW,"App, RFID",Street Parking,18.9216,72.8326,Mumbai,Maharashtra
MG Comet,193.0030739,Station_220,"Mira Road East, Thane",42.74479257,1.06,40.2059876,Evening,Saturday,19.56303216,67.79633548,119.4883558,-4.172668306,Level 2,Casual Driver,EV Dock - Mira Road,EV Dock,dock mira road,EV Dock - Mira Road,"Mira Road East, Thane",EV Dock,"AC 11kW, DC 60kW","App, RFID, UPI",Parking,19.291,72.8511,Mumbai,Maharashtra
TATA Curvv,75.0,Station_244,"Khar Danda Road, Mumbai",45.90925215,1.74,26.3121504,Night,Tuesday,40.71611726,97.28846478,194.2513955,28.40385151,Level 2,Commuter,Tata Power - Khar West,Tata Power,tata power khar west,Tata Power - Khar West,"Khar Danda Road, Mumbai",Tata Power,AC 11kW,App,Public Parking,19.0756,72.8322,Mumbai,Maharashtra
MG Comet,75.0,Station_182,"Indraprastha Mall, Borivali West, Mumbai",8.115370261,,26.50712322,Evening,Saturday,22.18992507,99.62809793,223.4058067,33.69115081,DC Fast Charger,Long-Distance Traveler,Tata Power - Borivali West,Tata Power,tata power borivali west,Tata Power - Borivali West,"Indraprastha Mall, Borivali West, Mumbai",Tata Power,"AC 11kW, DC 25kW","App, RFID",Mall Parking,19.233,72.8552,Mumbai,Maharashtra
TATA Curvv,50.0,Station_197,"Near Kharghar Station, Navi Mumbai",21.30857255,0.76,28.04359239,Night,Tuesday,78.29829104,91.7160356,198.7338106,-5.46532879,DC Fast Charger,Casual Driver,Kazam - Kharghar,Kazam,kazam kharghar,Kazam - Kharghar,"Near Kharghar Station, Navi Mumbai",Kazam,"AC 3.3kW, DC 15kW",App,Parking,19.0533,73.0571,Mumbai,Maharashtra
TATA Tiago,50.0,Station_106,"14, JP Rd, Aram Nagar, Seven Bunglow, Andheri West",55.30273056,1.48,37.34746081,Morning,Thursday,71.91664638,88.37524194,106.9396474,30.18843916,Level 2,Commuter,Kabra Metro One,,kabra metro one,Kabra Metro One,"14, JP Rd, Aram Nagar, Seven Bunglow, Andheri West",,,,,19.13030121,72.82229723,Mumbai,Maharashtra
TATA Tiago,7.714516854,Station_58,"MH | Mumbai | NSCI - Worli,NSCI, Lala Lajpatrai Marg, Lotus Colony, Worli, Mumbai, Maharashtra 400018",36.22941276,3.27,11.09306321,Evening,Monday,43.35667392,91.94031675,144.450372,17.39682581,Level 2,Casual Driver,Charge Zone,,charge zone,Charge Zone,"MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",,,,,19.133659,72.900817,Mumbai,Maharashtra
TATA Curvv,62.0,Station_78,"Neptune Magnet Mall, LBS Marg, Bhandup West, Mumbai",12.35040612,0.28,44.04764539,Night,Wednesday,47.07173173,68.83315695,136.959135,15.00986729,DC Fast Charger,Long-Distance Traveler,Jio-bp Pulse - Bhandup,Jio-bp Pulse,jio bp pulse bhandup,Jio-bp Pulse - Bhandup,"Neptune Magnet Mall, LBS Marg, Bhandup West, Mumbai",Jio-bp Pulse,"AC 22kW, DC 60kW","App, Card",Mall Parking,19.1485,72.9358,Mumbai,Maharashtra
TATA Curvv,75.0,Station_33,"Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",68.24465321,1.38,49.3612511,Evening,Wednesday,57.9079949,88.30938417,276.392588,14.82620373,Level 1,Long-Distance Traveler,Evershine Mall Charging Station,,evershine mall,Evershine Mall Charging Station,"Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",,,,,19.1798,72.8361,Mumbai,Maharashtra
TATA Tiago,100.0,Station_101,"Marol Naka Metro Station, Mumbai",6.065161713,0.13,46.62351209,Morning,Sunday,19.64689729,71.19100274,92.40439693,27.29212704,DC Fast Charger,Long-Distance Traveler,Statiq - Marol Naka,Statiq,statiq marol naka,Statiq - Marol Naka,"Marol Naka Metro Station, Mumbai",Statiq,"AC 22kW, DC 60kW","App, Card, UPI",Metro Parking,19.109,72.8771,Mumbai,Maharashtra
MG Comet,62.0,Station_166,"4/5, Enterprise Apartment, Forjet Hill Rd, Tardeo, Mumbai",41.7666481,1.91,21.83372403,Afternoon,Friday,42.35837562,51.49172571,14.5924432,38.8126892,Level 1,Casual Driver,Tata Power - Kapasi CHSL,Tata Power,tata power kapasi chsl,Tata Power - Kapasi CHSL,"4/5, Enterprise Apartment, Forjet Hill Rd, Tardeo, Mumbai",Tata Power,"AC 3.3kW, AC 22kW, DC 60kW","App, RFID, UPI","Smart App Charging, Parking",18.965,72.8098,Mumbai,Maharashtra
MG Comet,81.36841583,Station_83,"Andheri East Metro Station, Mumbai",57.97765789,8.92,6.499187935,Evening,Thursday,58.308685,63.86610505,114.8832958,7.636850332,DC Fast Charger,Long-Distance Traveler,Statiq - Andheri East,Statiq,statiq andheri east,Statiq - Andheri East,"Andheri East Metro Station, Mumbai",Statiq,"AC 11kW, DC 50kW","App, Card, UPI",Parking,19.1146,72.8696,Mumbai,Maharashtra
TATA Tiago,75.0,Station_182,"World Trade Centre One, Lower Parel, Mumbai",74.10752218,1.62,45.69740275,Evening,Wednesday,72.90390529,51.69102216,177.2088872,3.262503248,Level 2,Casual Driver,Fortum - Lower Parel,Fortum,fortum lower parel,Fortum - Lower Parel,"World Trade Centre One, Lower Parel, Mumbai",Fortum,"AC 22kW, DC 50kW","App, Card, RFID",Office Parking,19.0012,72.8281,Mumbai,Maharashtra
TATA Curvv,50.0,Station_336,"VN Purav Marg Diamond Garden, Basant Garden, Chembur Mumbai, Maharashtra,Chembur",64.37713244,4.22,15.2565692,Afternoon,Monday,15.58695625,98.80776451,199.7584008,25.40739976,Level 2,Long-Distance Traveler,K Star Chembur,,k star chembur,K Star Chembur,"VN Purav Marg Diamond Garden, Basant Garden, Chembur Mumbai, Maharashtra,Chembur",,,,,19.05231631,72.90163581,Mumbai,Maharashtra
TATA Nexon,75.0,Station_309,"Mansarovar Railway Station, Navi Mumbai",15.5583755,0.35,44.45073085,Morning,Monday,83.20214245,61.22134406,243.8284444,25.90015483,Level 2,Casual Driver,Magenta ChargeGrid - Mansarovar,Magenta,magenta chargegrid mansarovar,Magenta ChargeGrid - Mansarovar,"Mansarovar Railway Station, Navi Mumbai",Magenta,AC 7.4kW,App,Station Parking,19.0121,73.055,Mumbai,Maharashtra
Hyundai Kona,50.0,Station_146,"1059/1060, Adarsh nagar, near infinity mall, Off New Link Road, Andheri West, Mumbai, Maharashtra 400053",40.7367048,4.13,9.866759209,Night,Friday,33.92648682,67.6953312,119.0969189,13.54692893,DC Fast Charger,Long-Distance Traveler,"Inderjit Cars, Andheri West",,inderjit cars andheri west,"Inderjit Cars, Andheri West","1059/1060, Adarsh nagar, near infinity mall, Off New Link Road, Andheri West, Mumbai, Maharashtra 400053",,,,,19.14207,72.83241,Mumbai,Maharashtra
TATA Nexon,62.0,Station_226,"Near Mumbra Station, Thane",20.51871405,0.76,27.17353746,Afternoon,Tuesday,83.5904818,159.9889032,286.4400099,22.47968921,Level 1,Long-Distance Traveler,Magenta ChargeGrid - Mumbra,Magenta,magenta chargegrid mumbra,Magenta ChargeGrid - Mumbra,"Near Mumbra Station, Thane",Magenta,"AC 7.4kW, DC 15kW","App, Card",Parking,19.1808,72.9836,Mumbai,Maharashtra
TATA Curvv,62.0,Station_105,"Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",13.58796474,0.33,40.81172935,Night,Monday,67.80447255,58.52581793,103.5211928,4.533623094,DC Fast Charger,Commuter,"Brookfield, Powai",,brookfield powai,"Brookfield, Powai","Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",,,,,19.11637,72.91086,Mumbai,Maharashtra
MG Comet,50.0,Station_260,"Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",73.37136541,1.61,45.50795122,Afternoon,Wednesday,62.52618043,62.34091279,180.4524866,7.723424435,Level 1,Commuter,"Hare Krishna Mahindra, Mulund West",,hare krishna mahindra mulund west,"Hare Krishna Mahindra, Mulund West","Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",,,,,19.163979,72.938751,Mumbai,Maharashtra
Hyundai Kona,75.0,Station_207,"Next to Diamond Garden, Chembur, Mumbai",43.4665651,1.46,29.83758581,Afternoon,Wednesday,41.49585704,54.94247646,38.0224883,5.459169955,Level 2,Commuter,Tata Power - Chembur,Tata Power,tata power chembur,Tata Power - Chembur,"Next to Diamond Garden, Chembur, Mumbai",Tata Power,AC 11kW,"App, RFID",Parking,19.0455,72.8996,Mumbai,Maharashtra
TATA Nexon,85.0,Station_116,"Runwal Anthurium Rd, opposite Veena Nagar, Vardhman Nagar, Mulund West",43.25451714,2.24,19.27803572,Night,Tuesday,16.42986703,85.24212847,156.1962255,27.81755697,Level 1,Commuter,MCGM Parking || Runwal Anthurium,,mcgm parking runwal anthurium,MCGM Parking || Runwal Anthurium,"Runwal Anthurium Rd, opposite Veena Nagar, Vardhman Nagar, Mulund West",,,,,19.18066617,72.94684724,Mumbai,Maharashtra
Hyundai Kona,62.0,Station_218,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",10.24188589,0.35,29.21621369,Evening,Sunday,14.96166964,70.51180081,295.9150269,18.15385475,DC Fast Charger,Commuter,Tata Power,,tata power,Tata Power Charging Station,"Anik Depot, Municipal Kamgar Vasahat, Trombay Industrial Area, Chembur, Mumbai",Tata Power,DC 25kW,"App, UPI","Parking, App Connect",19.0302,72.8927,Mumbai,Maharashtra
TATA Curvv,75.0,Station_170,"Santacruz West, Near Railway Station, Mumbai",8.918418778,0.55,16.24196336,Night,Thursday,16.990405,55.82664103,15.21342604,9.113968186,Level 1,Long-Distance Traveler,Statiq - Santacruz,Statiq,statiq santacruz,Statiq - Santacruz,"Santacruz West, Near Railway Station, Mumbai",Statiq,"AC 11kW, DC 60kW","App, Card, UPI",Parking,19.0803,72.8365,Mumbai,Maharashtra
TATA Curvv,75.0,Station_433,"Kohinoor Square, Kasaravadi, Dadar, Mumbai, Maharashtra",27.00471086,0.58,46.41136085,Morning,Sunday,88.18011162,61.43525686,298.8701857,8.774037215,DC Fast Charger,Casual Driver,Kohinoor MCGM parking,,kohinoor mcgm parking,Kohinoor MCGM parking,"Kohinoor Square, Kasaravadi, Dadar, Mumbai, Maharashtra",,,,,19.02460889,72.84282021,Mumbai,Maharashtra
TATA Tiago,50.0,Station_59,"Powai Plaza Mall Parking, Powai, Mumbai",6.661747206,0.61,10.89013108,Evening,Monday,83.28204155,65.0062464,136.959135,20.51545592,Level 2,Commuter,Fortum - Powai Plaza,Fortum,fortum powai plaza,Fortum - Powai Plaza,"Powai Plaza Mall Parking, Powai, Mumbai",Fortum,"AC 22kW, DC 50kW","App, Card, RFID",Mall Parking,19.1182,72.9053,Mumbai,Maharashtra
TATA Nexon,100.0,Station_457,"Marol Naka Metro Station, Mumbai",53.64842443,1.13,47.29035525,Evening,Saturday,21.45527057,98.16391585,292.8722924,12.02562263,DC Fast Charger,Commuter,Statiq - Marol Naka,Statiq,statiq marol naka,Statiq - Marol Naka,"Marol Naka Metro Station, Mumbai",Statiq,"AC 22kW, DC 60kW","App, Card, UPI",Metro Parking,19.109,72.8771,Mumbai,Maharashtra
TATA Nexon,105.2870677,Station_299,"Near Mumbra Station, Thane",43.4665651,5.35,8.126977133,Evening,Thursday,45.28332178,15.71797517,276.5598512,-0.269334466,DC Fast Charger,Long-Distance Traveler,Magenta ChargeGrid - Mumbra,Magenta,magenta chargegrid mumbra,Magenta ChargeGrid - Mumbra,"Near Mumbra Station, Thane",Magenta,"AC 7.4kW, DC 15kW","App, Card",Parking,19.1808,72.9836,Mumbai,Maharashtra
TATA Tiago,140.7620616,Station_439,"Next to Infinity Mall, New Link Rd, Malad West, Mumbai",60.08034819,1.3,46.15424524,Night,Tuesday,37.69074851,93.80110629,221.8967779,-10.72476975,DC Fast Charger,Long-Distance Traveler,Magenta ChargeGrid - Malad,Magenta,magenta chargegrid malad,Magenta ChargeGrid - Malad,"Next to Infinity Mall, New Link Rd, Malad West, Mumbai",Magenta,"AC 7.4kW, DC 15kW","App, Card",Parking,19.1736,72.8352,Mumbai,Maharashtra
TATA Tiago,75.0,Station_452,"The Taj Mahal Palace, Colaba, In front of Times Building , Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",61.56734925,1.49,41.31627182,Evening,Saturday,17.25267949,58.87841174,279.5167461,-2.209581899,Level 1,Long-Distance Traveler,Tata Power,,tata power,Tata Power Charging Station,"Anik Depot, Municipal Kamgar Vasahat, Trombay Industrial Area, Chembur, Mumbai",Tata Power,DC 25kW,"App, UPI","Parking, App Connect",19.0302,72.8927,Mumbai,Maharashtra
MG Comet,62.0,Station_492,"Opp Panvel Station, Raigad",22.57288245,0.89,25.29157595,Night,Saturday,51.55000842,74.1444021,49.07601046,24.41179393,Level 1,Commuter,ATUM Charge - Panvel,ATUM,atum charge panvel,ATUM Charge - Panvel,"Opp Panvel Station, Raigad",ATUM,"AC 7.4kW, DC 25kW","App, Card",Parking,18.9897,73.1145,Mumbai,Maharashtra
TATA Tiago,62.0,Station_214,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",51.49234638,1.46,35.21951804,Night,Tuesday,62.12237483,81.29379863,32.48464488,-4.123444525,Level 1,Long-Distance Traveler,"Oberoi Mall, Goregaon",,oberoi mall goregaon,"Oberoi Mall, Goregaon","Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",,,,,19.1737611,72.8600172,Mumbai,Maharashtra
